price,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,zipcode,living_measure15,lot_measure15,furnished,have_basement,Is_renovated,Age_of_house,SN_region,EW_region
750000,4,2.5,2850,12429,2.0,0,0,3,9,2850,98033,2540,12000,1,0,0,6,EN,ME
364808,3,1.75,2320,7875,1.0,0,0,3,8,1620,98058,1990,9720,0,1,0,48,MN,ME
563500,4,2.5,2780,7838,2.0,0,3,3,9,2780,98065,3160,7848,1,0,0,10,MN,EE
193000,3,1.5,1180,7000,1.0,0,0,4,7,1180,98023,1630,7500,0,0,0,37,MS,EW
600000,4,2.25,2260,43847,2.0,0,0,3,8,2260,98072,2470,37304,0,0,0,33,EN,ME
425000,3,1.75,1560,9452,1.0,0,0,4,8,1560,98056,2200,9985,0,0,0,41,MN,ME
300000,4,1.75,2080,8750,1.0,0,0,4,8,1330,98032,1790,8750,0,1,0,47,MS,MW
226550,3,1.0,990,4440,1.0,0,0,3,6,990,98106,990,6771,0,0,0,71,MN,EW
915000,3,1.0,1560,8232,1.0,0,0,3,7,1560,98004,1930,8286,0,0,0,62,EN,EW
635000,3,2.5,1530,2978,1.0,0,0,3,7,1210,98117,1640,5100,0,1,0,17,EN,EW
810000,4,1.75,1760,4080,1.5,0,0,4,8,1760,98103,1760,6120,0,0,0,108,EN,EW
365000,3,2.5,1484,1761,3.0,0,0,3,7,1484,98115,1484,4320,0,0,0,11,EN,MW
279950,3,1.75,1720,9775,1.0,0,0,3,8,1720,98032,1970,8400,0,0,0,37,MS,MW
368000,3,2.5,2080,4307,2.0,0,0,3,7,2080,98065,2080,4947,0,0,0,10,MN,EE
328000,4,2.5,2370,6500,2.0,0,0,3,9,2370,98092,2590,6137,1,0,0,16,MS,ME
265000,2,1.0,760,4000,1.0,0,0,4,6,760,98108,1640,4500,0,0,0,64,MN,MW
312500,4,2.5,2160,8755,2.0,0,0,3,7,2160,98030,1990,7971,0,0,0,22,MS,ME
502000,4,2.5,2680,5539,2.0,0,0,3,8,2680,98045,2680,5992,0,0,0,2,MN,EE
300000,6,3.0,2400,9373,2.0,0,0,3,7,2400,98002,2060,7316,0,0,0,24,MS,MW
299950,3,1.75,1790,7650,1.0,0,3,3,9,1790,98023,2540,7600,1,0,0,36,MS,EW
637800,4,1.75,2250,4750,1.5,0,0,4,7,1420,98115,1930,4750,0,1,0,90,EN,MW
275000,1,0.75,1170,14149,1.0,0,0,5,7,880,98022,1130,24513,0,1,0,52,MS,EE
232000,3,1.5,1460,15000,1.0,0,0,3,7,1460,98001,1510,15000,0,0,0,48,MS,MW
310000,4,1.0,1740,11075,1.5,0,0,3,7,1740,98133,1580,7684,0,0,0,49,EN,EW
360000,3,2.0,1930,15540,1.0,0,0,3,8,1260,98155,1900,12123,0,1,0,56,EN,MW
915557,5,3.25,3740,11536,2.0,0,0,4,9,2540,98006,2920,11258,1,1,0,31,EN,ME
430000,3,2.25,1550,1469,3.0,0,0,3,8,1550,98103,1520,1465,0,0,0,10,EN,EW
206000,4,2.0,1720,7560,1.0,0,0,3,7,1720,98001,1750,7988,0,0,0,55,MS,MW
365000,2,1.0,1250,8100,1.0,0,0,4,7,1250,98125,1710,8100,0,0,0,67,EN,EW
355000,4,2.5,2040,8265,2.0,0,0,3,7,2040,98146,2160,8265,0,0,0,18,MN,EW
325000,3,2.25,2480,8755,2.0,0,0,3,8,2480,98058,2280,9940,0,0,0,35,MN,ME
619500,4,2.5,2210,5077,1.5,0,0,4,8,1480,98126,1740,5000,0,1,0,102,EN,EW
230000,3,1.75,1720,9125,1.0,0,0,4,7,1140,98092,1120,7506,0,1,0,34,MS,ME
260000,4,1.75,1960,8400,1.0,0,0,4,8,1960,98023,2080,8400,0,0,0,48,MS,EW
334000,4,1.5,1150,9360,1.5,0,0,3,6,1150,98034,1480,8155,0,0,0,44,EN,ME
745000,3,1.75,1490,9800,1.0,0,0,4,7,1140,98004,2310,9800,0,1,0,67,EN,ME
1230000,3,2.5,2860,4500,2.0,0,2,3,8,1980,98119,2310,4500,0,1,0,99,EN,EW
705000,4,3.25,2740,5339,2.5,0,0,3,9,2740,98103,1770,4820,1,0,0,11,EN,EW
480000,4,2.75,2050,3960,1.0,0,0,4,7,1180,98116,1440,5040,0,1,0,28,EN,EW
249900,4,2.0,1500,7854,1.5,0,0,3,7,1500,98023,1500,7334,0,0,0,31,MS,EW
650000,3,1.75,1970,54450,1.0,0,0,3,8,1570,98075,2460,36677,0,1,0,35,EN,EE
713500,3,2.0,1720,4200,2.0,0,0,3,8,1720,98112,1720,4200,0,0,1,106,EN,MW
475000,3,2.5,950,1110,2.0,0,0,3,8,950,98102,1230,1215,0,0,0,11,EN,MW
550000,3,2.0,1490,3880,1.0,0,0,3,7,1490,98107,1490,3880,0,0,0,56,EN,EW
519000,5,2.75,2620,8861,1.0,0,0,5,8,1350,98056,1940,10800,0,1,0,35,MN,ME
575000,3,2.25,1700,3333,1.5,0,0,3,7,1100,98117,1700,3750,0,1,0,90,EN,EW
763101,3,1.75,1990,5560,1.0,0,0,4,7,1100,98105,1460,3706,0,1,0,75,EN,MW
810000,3,1.5,1520,9041,1.0,0,0,4,7,1520,98004,3260,10020,0,0,0,60,EN,MW
414000,4,2.5,3490,9030,1.5,0,0,4,8,3490,98023,2540,8400,0,0,0,45,MS,EW
410000,4,2.0,1900,5100,1.0,0,0,3,6,950,98117,1230,5100,0,1,1,100,EN,EW
263000,3,2.5,1584,3200,2.0,0,0,3,7,1584,98002,1584,2800,0,0,0,3,MS,MW
2900000,5,2.5,3750,91681,2.0,1,4,3,10,3750,98118,3540,24293,1,0,0,90,MN,MW
1790000,5,3.75,4360,8504,2.0,0,4,3,10,3530,98033,2680,9000,1,1,0,1,EN,ME
710200,4,3.0,1670,2642,2.0,0,0,3,8,1350,98109,1670,2594,0,1,0,7,EN,EW
725000,4,2.5,2130,3420,1.5,0,0,4,7,1730,98103,1520,3420,0,1,0,98,EN,EW
295000,2,2.5,1630,1368,2.0,0,0,3,7,1280,98106,1590,2306,0,1,0,5,MN,EW
639000,3,2.25,1400,2421,2.0,0,0,3,9,1400,98034,1500,2743,1,0,0,10,EN,ME
470000,3,1.5,1500,5000,1.5,0,0,4,7,1140,98117,1500,5000,0,1,0,87,EN,EW
730000,4,2.5,2460,7930,2.0,0,0,3,8,2460,98033,1850,9000,0,0,0,10,EN,ME
625000,3,2.25,1970,4564,1.0,0,0,3,8,1470,98199,1980,5000,0,1,0,55,EN,EW
590000,4,2.5,2290,11072,2.0,0,0,3,9,2290,98074,2340,9774,1,0,0,28,EN,EE
583000,4,2.5,3390,10519,2.0,0,2,3,10,3390,98003,2830,10519,1,0,0,25,MS,EW
430000,3,2.5,2000,35438,2.0,0,0,3,7,2000,98027,2000,51836,0,0,1,47,MN,EE
740000,3,1.0,1230,6380,1.5,0,0,3,7,1230,98115,1250,6380,0,0,0,88,EN,MW
209950,3,1.0,1660,8800,1.0,0,0,4,7,960,98023,1370,10112,0,1,0,51,MS,EW
345000,3,1.0,1140,4200,2.0,0,0,4,7,1140,98144,1510,4000,0,0,0,110,EN,MW
195000,3,1.5,1050,5525,1.0,0,0,5,6,1050,98042,1100,5200,0,0,0,45,MS,EE
306888,4,1.5,1940,8970,1.5,0,0,3,7,1270,98125,1960,8470,0,1,0,35,EN,MW
1000000,3,2.5,2730,5832,2.0,0,0,3,9,2730,98005,2360,5832,1,0,0,16,EN,ME
650000,5,3.5,3960,25245,2.0,0,0,3,9,2500,98056,2640,13675,1,1,0,18,MN,ME
342000,3,2.0,1640,4802,1.0,0,0,3,8,1640,98038,1940,4802,0,0,0,4,MS,EE
536000,3,1.75,1580,3764,1.5,0,0,3,7,1280,98107,1560,3764,0,1,0,69,EN,EW
440000,3,1.0,1610,5500,1.5,0,0,3,7,1610,98103,1200,5701,0,0,1,111,EN,EW
553000,3,1.0,1380,6250,1.0,0,0,4,7,1380,98136,2270,6250,0,0,0,97,MN,EW
290000,4,2.5,2000,13300,1.0,0,0,4,7,1200,98001,1800,9810,0,1,0,46,MS,MW
330000,4,2.25,1790,9920,1.0,0,0,4,7,1170,98059,1990,9648,0,1,0,45,MN,ME
419700,3,2.25,1450,1486,2.0,0,0,3,8,1160,98116,1370,1437,0,1,0,8,EN,EW
735000,4,2.75,3040,2415,2.0,1,4,3,8,3040,98118,2620,2433,0,0,0,48,MN,MW
975000,3,2.5,3050,7410,1.5,0,0,5,8,1950,98115,1890,5814,0,1,0,64,EN,MW
297000,3,2.5,1840,8234,2.0,0,0,3,8,1840,98003,1940,7601,0,0,0,20,MS,MW
1630000,5,2.5,3090,16583,2.0,0,0,4,9,3090,98004,3740,17853,1,0,0,51,EN,MW
550000,3,1.5,2440,7200,1.0,0,0,3,7,2440,98118,1920,6900,0,0,0,65,EN,MW
475300,3,1.0,2110,10005,1.0,0,0,5,7,1110,98033,1360,9827,0,1,0,90,EN,ME
630000,4,1.75,2950,9025,1.0,0,2,4,8,1780,98034,2120,9600,0,1,0,40,EN,MW
269900,3,1.5,1420,22100,1.0,0,0,5,7,1420,98042,1540,21780,0,0,0,57,MN,ME
1500000,4,3.25,3070,10375,2.0,0,0,3,10,2180,98004,2500,11194,1,1,1,52,EN,ME
265953,3,1.75,1470,13068,1.0,0,0,4,7,1470,98092,2090,16988,0,0,0,40,MS,ME
568000,3,2.5,2320,57063,1.0,0,0,4,9,1790,98074,3290,7314,1,1,0,35,EN,EE
300000,3,2.0,1310,9855,1.0,0,0,3,7,1310,98034,1310,8370,0,0,0,52,EN,MW
290000,3,1.0,1010,10800,1.0,0,0,4,7,1010,98045,1370,9500,0,0,0,42,MN,EE
300000,4,2.5,1910,8058,2.0,0,0,3,8,1910,98031,1910,6500,0,0,0,22,MS,ME
234000,2,1.0,940,5375,1.0,0,0,4,5,940,98198,1200,7500,0,0,0,62,MN,MW
672500,3,2.25,2400,5300,1.5,0,0,4,7,1250,98117,1540,4800,0,1,0,75,EN,EW
517500,4,2.5,1520,3370,2.0,0,0,3,8,1520,98029,1860,4486,0,0,0,21,EN,EE
280000,3,2.5,1800,8697,2.0,0,0,3,8,1800,98023,1770,8390,0,0,0,27,MS,EW
925000,4,2.5,2190,7350,2.5,0,0,5,8,2190,98040,1880,7350,0,0,0,56,EN,MW
348000,3,2.5,1670,5090,2.0,0,0,3,7,1670,98056,2560,4851,0,0,0,12,MN,ME
280000,4,2.0,2190,14439,1.0,0,0,4,7,1180,98001,2160,14439,0,1,0,37,MS,MW
603500,3,1.75,2140,7280,1.0,0,0,3,7,1070,98117,2280,8400,0,1,0,105,EN,EW
1050000,4,3.5,4210,6481,2.0,0,3,3,9,3260,98075,3920,5331,1,1,0,0,EN,EE
330000,3,1.0,2140,5037,1.0,0,0,3,7,2140,98118,1630,6054,0,0,0,58,MN,MW
415000,3,1.75,1340,63597,1.0,0,0,4,7,1340,98038,1950,87120,0,0,0,52,MN,EE
785000,4,2.5,2290,13416,2.0,0,0,4,9,2290,98007,2680,13685,1,0,0,33,EN,ME
2330000,4,3.5,4420,20759,2.0,0,0,3,11,4420,98004,3020,20666,1,0,0,12,EN,MW
300000,3,1.0,1260,8280,1.0,0,0,3,6,1260,98115,2100,8280,0,0,0,68,EN,MW
700000,3,2.5,2410,9916,2.0,0,0,4,10,2410,98052,2310,8212,1,0,0,25,EN,EE
711000,4,2.5,2770,9532,2.0,0,0,4,9,2770,98029,2770,9219,1,0,0,26,EN,EE
685000,4,2.5,2650,25248,1.0,0,2,3,9,2330,98177,3020,23135,1,1,0,60,EN,EW
275000,2,1.0,770,4840,1.0,0,0,4,7,770,98126,930,4840,0,0,0,87,MN,EW
950000,5,2.0,2940,5500,2.0,0,0,4,9,2340,98102,2940,5500,1,1,0,105,EN,MW
405000,2,1.75,1350,2653,2.0,0,0,3,7,1350,98033,1370,4115,0,0,0,29,EN,ME
957000,4,2.25,2860,11545,1.0,0,0,4,8,1430,98005,2190,11396,0,1,0,49,EN,ME
402000,4,1.75,1640,10500,1.0,0,0,4,7,1010,98052,1680,7650,0,1,0,46,EN,ME
560000,4,1.0,1660,4690,1.5,0,0,3,7,1260,98117,1400,3876,0,1,0,69,EN,EW
1350000,5,1.75,3380,20021,1.0,0,0,4,8,1690,98004,3260,19809,0,1,0,51,EN,MW
429000,5,2.5,2720,8120,1.0,0,0,3,7,1360,98108,2020,8120,0,1,0,44,EN,MW
350500,2,2.5,1290,1445,3.0,0,0,3,8,1290,98117,1470,1503,0,0,0,15,EN,EW
620000,4,2.25,1530,7845,1.0,0,0,4,7,1030,98027,1710,7627,0,1,0,33,EN,EE
760000,3,2.5,4040,147856,2.0,0,0,3,9,4040,98092,3000,125452,1,0,0,10,MS,EE
254000,3,2.0,2070,9000,1.0,0,0,4,7,1450,98023,1630,7885,0,1,0,45,MS,EW
395000,4,1.75,2060,7900,1.0,0,0,4,7,1070,98008,1830,8000,0,1,0,57,EN,ME
344000,5,2.0,2130,8412,1.0,0,0,3,7,1440,98155,2310,7474,0,1,1,68,EN,MW
1230000,4,2.25,2020,5800,1.0,0,3,4,9,1760,98199,3100,5800,1,1,0,73,EN,EW
325000,3,1.0,1150,7486,1.0,0,0,3,7,1150,98034,1510,7486,0,0,0,44,EN,MW
443000,4,3.0,2620,35124,2.0,0,0,3,9,2620,98092,2920,35807,1,0,0,28,MS,ME
1190000,5,2.5,2710,14989,1.0,0,0,3,8,1720,98004,3180,16624,0,1,0,56,EN,MW
401000,4,1.75,3010,12523,1.0,0,0,3,8,1780,98125,2040,7560,0,1,0,63,EN,MW
555700,3,2.0,1810,12420,1.0,0,0,4,7,1810,98008,2230,12330,0,0,0,57,EN,ME
233000,3,2.0,1350,7686,1.0,0,0,3,7,1350,98038,1470,7686,0,0,0,25,MS,EE
355000,3,1.75,2370,9750,1.0,0,0,4,7,1280,98045,1230,9775,0,1,0,35,MN,EE
340000,4,1.75,1900,7313,1.0,0,0,3,7,1900,98034,1420,7384,0,0,0,41,EN,MW
470500,5,2.5,2500,9248,1.0,0,0,3,8,1300,98006,2090,8568,0,1,0,49,MN,ME
424500,3,1.75,1460,7700,1.0,0,0,3,7,1460,98052,1720,7280,0,0,0,35,EN,ME
436000,4,2.5,2495,5751,2.0,0,0,3,7,2495,98019,2490,6300,0,0,0,12,EN,EE
515000,2,1.0,970,3300,1.0,0,0,4,7,970,98103,1060,3600,0,0,0,99,EN,EW
845000,5,2.0,1720,9972,1.0,0,0,4,8,1720,98004,2700,9023,0,0,0,63,EN,MW
300000,3,2.5,1020,1570,2.0,0,0,3,7,720,98144,1470,1249,0,1,0,10,EN,MW
185000,2,1.0,820,16030,1.0,0,0,4,5,820,98022,1880,14046,0,0,0,91,ES,EE
167500,3,1.0,760,3090,1.0,0,0,2,5,760,98118,1020,5356,0,0,0,111,MN,MW
430000,3,1.75,1810,7300,1.0,0,0,4,7,1240,98034,1460,7560,0,1,0,38,EN,ME
313100,3,2.0,1720,11875,1.0,0,0,5,6,1720,98056,1860,7500,0,0,0,110,MN,ME
455000,3,2.5,1870,7344,1.0,0,0,3,8,1470,98034,1930,7344,0,1,0,34,EN,MW
554729,4,2.5,2020,4350,2.0,0,0,5,9,1730,98199,1620,5800,1,1,0,71,EN,EW
304500,4,2.5,2030,5202,2.0,0,0,3,8,2030,98031,2260,5232,0,0,0,13,MS,ME
389000,3,2.0,2080,12972,1.0,0,0,4,7,1250,98070,1530,10089,0,1,0,34,MS,EW
207000,3,1.75,1180,21275,1.0,0,0,4,6,1180,98038,1490,35100,0,0,0,57,MS,EE
1110000,4,1.5,2740,4000,2.0,0,0,5,9,1930,98109,1680,4000,1,1,0,109,EN,EW
615000,3,2.25,1760,1146,3.0,0,0,3,9,1760,98122,1346,3472,1,0,0,0,EN,MW
430000,4,2.75,1820,5400,1.0,0,0,4,7,1220,98056,1630,5400,0,1,0,26,MN,EW
850000,2,1.75,1590,5136,1.5,0,3,3,9,1320,98199,2520,5243,1,1,0,87,EN,EW
410000,3,2.5,1830,2839,2.0,0,0,3,8,1830,98074,1830,3011,0,0,0,15,EN,EE
460000,3,1.75,1550,4708,1.0,0,0,4,7,860,98115,1880,5600,0,1,0,65,EN,MW
1230000,4,3.5,3770,37034,2.0,0,0,3,10,2830,98007,3200,36342,1,1,0,25,EN,ME
825750,4,3.5,2950,3737,2.0,0,0,3,10,2270,98027,2580,3581,1,1,0,3,MN,EE
425000,3,2.25,1870,9000,1.0,0,0,3,7,1440,98011,1870,8640,0,1,0,36,EN,ME
600000,3,1.0,1480,17360,1.0,0,1,3,8,1480,98136,2250,8720,0,0,0,61,MN,EW
498000,4,2.5,3402,14355,2.0,0,0,3,10,2846,98023,3402,8487,1,1,0,1,MS,EW
339950,2,1.0,800,3090,1.0,0,0,4,6,800,98118,1400,3090,0,0,0,89,MN,MW
421000,2,1.5,1400,11245,1.0,0,0,5,7,1400,98155,1220,11241,0,0,0,67,EN,MW
335000,2,1.75,1270,1685,2.0,0,0,3,8,1270,98108,1270,1843,0,0,0,3,EN,MW
799950,6,2.75,3040,36721,1.0,0,3,4,9,1760,98166,2420,21075,1,1,0,56,MN,EW
1100000,4,3.75,2930,3200,1.5,0,0,5,9,2130,98119,1900,4320,1,1,0,89,EN,EW
481000,2,2.25,1290,1137,3.0,0,0,3,8,1290,98107,1290,1332,0,0,0,7,EN,EW
515000,5,2.5,1690,2402,1.5,0,0,3,7,990,98117,1200,4005,0,1,0,85,EN,EW
126500,3,1.0,1130,12212,1.0,0,0,3,6,1130,98146,1190,9240,0,0,0,73,MN,EW
470000,3,2.5,2480,5082,2.0,0,0,3,7,2480,98065,2480,5874,0,0,0,11,MN,EE
415000,2,1.0,880,5100,1.0,0,0,4,7,880,98103,980,5100,0,0,0,74,EN,EW
335000,3,1.0,1380,7470,1.0,0,0,5,7,1380,98133,1440,7473,0,0,0,49,EN,EW
297000,2,1.75,1280,37373,1.0,0,0,4,7,1280,98022,2180,48351,0,0,0,18,MS,EE
750000,5,4.0,4500,8130,2.0,0,0,3,10,4500,98059,2840,8402,1,0,0,8,MN,ME
1990000,5,3.5,5230,8960,2.0,0,0,3,11,4450,98004,2310,9603,1,1,0,0,EN,ME
395000,4,1.75,1910,8117,1.0,0,0,3,7,1460,98072,1810,8100,0,1,0,39,EN,ME
372000,3,1.0,2298,10140,1.0,0,0,3,7,2298,98052,2580,24724,0,0,0,46,EN,EE
392440,4,2.5,2547,4800,2.0,0,0,3,9,2547,98092,2598,4800,1,0,0,1,MS,ME
959900,4,3.75,3550,15151,2.0,0,0,3,11,3550,98075,4340,15151,1,0,0,10,EN,EE
254000,3,1.0,1270,16800,1.0,0,0,4,7,1270,98188,1700,10200,0,0,0,58,MN,MW
352000,4,2.5,2470,6116,1.0,0,0,3,7,1420,98038,1670,7627,0,1,0,29,MS,EE
435000,3,2.5,1600,2375,2.0,0,0,3,7,1600,98029,1830,2375,0,0,0,9,MN,EE
700000,2,1.0,930,5000,1.0,0,3,3,7,930,98136,1760,5228,0,0,1,89,MN,EW
300000,3,2.5,1830,12750,2.0,0,0,3,7,1830,98168,1610,10000,0,0,0,23,MN,MW
254000,2,1.0,1060,8187,1.0,0,0,4,6,1060,98133,1260,8188,0,0,0,62,EN,EW
500000,3,1.75,1410,1197,3.0,0,0,3,8,1410,98103,1350,2512,0,0,0,2,EN,EW
394000,3,1.0,1450,7930,1.0,0,0,4,6,1150,98126,1040,7740,0,1,0,92,MN,EW
726500,4,2.5,2180,3893,2.0,0,0,3,8,2180,98117,1710,4550,0,0,0,15,EN,EW
290000,4,3.0,2390,4500,2.0,0,0,3,7,2390,98055,1320,4500,0,0,0,40,MN,ME
220000,3,1.75,1650,8850,1.0,0,0,3,7,1650,98188,1400,8800,0,0,0,55,MN,MW
373000,3,1.75,1310,7811,1.0,0,0,3,7,1310,98034,1530,7800,0,0,0,38,EN,ME
405000,3,1.75,2390,6000,1.0,0,0,3,6,1240,98118,2020,6000,0,1,0,107,MN,MW
1250000,4,3.75,3830,41263,2.0,0,0,4,11,3830,98077,5600,56568,1,0,0,24,EN,EE
805000,4,2.5,3020,3600,2.5,0,0,3,9,3020,98029,2570,3600,1,0,0,5,MN,EE
788500,4,2.25,2510,133729,2.0,0,0,4,8,2510,98027,2510,69696,0,0,0,38,MN,EE
338150,4,2.25,2700,8580,2.0,0,0,3,8,2700,98022,2420,8580,0,0,0,22,ES,EE
600000,4,2.25,1970,7125,1.5,0,0,3,7,1500,98115,1980,4750,0,1,0,106,EN,MW
755000,5,2.5,3260,24300,1.5,0,1,4,8,2310,98155,2390,32057,0,1,0,64,EN,MW
1600000,4,2.75,3680,5000,2.0,0,3,3,9,2480,98105,3200,5000,1,1,0,78,EN,MW
375000,3,2.0,1260,7560,2.0,0,0,5,6,1260,98133,1260,7595,0,0,0,72,EN,EW
500000,3,2.25,1530,1396,2.0,0,0,3,8,1240,98107,1690,2500,0,1,0,7,EN,EW
365250,3,2.25,1490,4522,2.0,0,0,3,7,1490,98028,1580,4667,0,0,0,5,EN,MW
267000,3,2.25,2510,9900,1.0,0,0,3,8,1610,98023,1940,8510,0,1,0,37,MS,EW
352000,2,2.5,1320,1957,1.0,0,0,3,8,660,98106,1420,2198,0,1,0,11,MN,EW
255000,3,2.25,1830,7770,1.0,0,0,4,7,1400,98042,1960,7272,0,1,0,37,MS,ME
419000,3,2.25,1760,16418,1.0,0,0,3,7,1190,98053,2260,20747,0,1,0,25,EN,EE
725000,3,2.5,2810,6300,2.0,0,0,3,8,2810,98074,2860,6630,0,0,0,14,EN,EE
608000,4,2.5,2410,7140,2.0,0,0,3,8,2410,98074,2350,7140,0,0,0,21,EN,EE
549950,3,2.5,2680,5860,2.0,0,0,3,8,2680,98011,2680,5860,0,0,0,13,EN,MW
539000,4,2.5,2340,19850,2.0,0,0,3,9,2340,98155,1930,15439,1,0,0,22,EN,MW
405000,2,3.0,1160,1073,2.0,0,0,3,7,880,98144,1250,4812,0,1,0,8,EN,MW
128000,3,1.0,1400,9690,1.0,0,0,3,7,1400,98023,1280,9600,0,0,0,46,MS,EW
422000,4,2.5,3200,6691,2.0,0,0,3,7,3200,98038,2610,6510,0,0,0,13,MS,EE
372000,4,1.75,1960,9300,1.0,0,0,5,7,1340,98045,1500,9752,0,1,0,35,MN,EE
550000,3,3.75,1580,1303,2.0,0,0,3,8,1340,98144,1560,1294,0,1,0,5,EN,MW
425000,2,1.0,830,6030,1.0,0,0,4,6,830,98103,1280,6030,0,0,0,89,EN,EW
599950,5,3.0,2600,13674,1.0,0,0,5,8,1300,98125,2150,7800,0,1,0,47,EN,MW
1080000,4,2.75,3160,42733,2.0,0,0,3,9,3160,98053,1890,24000,1,0,0,20,EN,EE
315000,3,2.0,1770,9685,1.0,0,0,3,5,1770,98166,1520,11122,0,0,0,66,MN,EW
305000,3,2.25,1646,9519,2.0,0,0,3,7,1646,98038,1975,8889,0,0,0,20,MS,EE
277140,3,1.5,1190,785,2.0,0,0,3,8,920,98052,2820,5626,0,1,0,0,EN,ME
234000,3,1.75,1420,8738,1.0,0,0,4,7,1420,98002,1660,8738,0,0,0,48,MS,MW
335500,3,1.75,1260,8487,1.0,0,0,3,7,1260,98011,1890,13051,0,0,0,44,EN,ME
2200000,5,4.0,5840,11652,2.0,0,1,3,11,4410,98004,3120,13639,1,1,0,27,EN,ME
832000,4,2.25,3190,52953,2.0,0,0,4,10,3190,98075,3190,51400,1,0,0,35,EN,EE
403000,3,1.0,1500,10730,1.0,0,0,3,7,1000,98053,1570,12210,0,1,0,38,EN,EE
264950,3,1.5,1370,10115,1.0,0,0,4,7,1370,98022,1450,9282,0,0,0,57,ES,EE
165000,4,1.0,1000,7134,1.0,0,0,3,6,1000,98178,1020,7138,0,0,0,71,MN,MW
194000,1,1.0,820,1060,1.0,0,0,3,8,760,98126,1770,1853,0,1,0,7,MN,EW
1640000,3,3.5,4660,21164,2.0,1,4,3,12,4660,98166,3140,24274,1,0,1,39,MN,EW
455000,3,2.25,2180,6850,1.0,0,0,3,7,1750,98034,1740,7016,0,1,0,41,EN,MW
280000,3,1.5,1370,11400,2.0,0,0,3,7,1370,98045,1390,9600,0,0,0,34,MN,EE
887500,3,3.0,4230,54977,2.0,0,3,3,9,3780,98166,2880,27201,1,1,1,63,MN,EW
325000,3,2.5,1880,6818,2.0,0,0,3,8,1880,98031,1970,7000,0,0,0,21,MN,ME
423000,3,1.0,1830,13900,1.0,0,0,3,7,1830,98133,1840,10667,0,0,0,63,EN,EW
255000,2,1.0,1260,7810,2.0,0,0,3,6,1260,98178,1260,7755,0,0,0,69,MN,MW
260000,3,2.0,1030,7260,1.0,0,0,3,6,1030,98146,1380,8100,0,0,0,67,MN,EW
151000,2,1.0,720,4222,1.0,0,0,4,5,720,98056,860,4785,0,0,0,72,MN,ME
315000,2,1.0,770,6731,1.0,0,0,4,6,770,98155,1120,9212,0,0,0,72,EN,MW
665000,3,2.0,1620,2640,1.5,0,0,5,8,1620,98115,1470,4080,0,0,0,85,EN,MW
879000,3,3.0,3030,5156,1.5,0,0,4,9,2080,98119,1910,5720,1,1,0,85,EN,EW
455000,5,2.25,3470,28212,1.5,0,0,4,8,2790,98042,2020,28177,0,1,0,36,MS,ME
315000,3,2.0,1220,14645,1.0,0,0,3,6,1220,98059,1980,24960,0,0,0,45,MN,ME
1690000,3,3.25,5290,224442,2.0,0,0,4,11,4540,98053,3750,84936,1,1,0,26,EN,EE
616950,5,3.5,3560,5008,2.0,0,0,3,8,2810,98106,2910,5026,0,1,0,1,MN,EW
2000000,5,4.25,6490,10862,2.0,0,3,4,11,3940,98040,3290,14080,1,1,0,23,EN,EW
205000,3,2.0,1410,8384,1.0,0,0,3,7,1410,98001,1410,9205,0,0,0,29,MS,MW
1950000,4,2.75,4020,18745,2.0,0,4,4,10,2830,98004,3150,20897,1,1,0,26,EN,MW
600000,4,1.75,1740,7700,1.0,0,0,5,7,1740,98008,1740,8120,0,0,0,46,EN,ME
440000,3,1.5,2120,6290,1.0,0,0,4,8,1220,98108,1620,5400,0,1,0,65,EN,MW
359950,2,1.0,1240,7590,1.0,0,0,4,7,1040,98133,1190,5692,0,1,0,75,EN,EW
733000,5,2.75,2880,4425,2.0,0,0,3,8,2880,98052,2940,6581,0,0,0,10,EN,ME
430000,3,1.75,1610,7900,1.0,0,0,4,8,1310,98177,2210,7700,0,1,0,54,EN,EW
1600000,5,3.0,3640,8239,2.0,0,3,3,10,2540,98008,3330,10643,1,1,0,32,EN,ME
475000,3,1.75,1340,2805,1.5,0,0,3,7,1340,98144,1650,2805,0,0,0,96,EN,MW
505000,4,2.5,2790,5602,2.0,0,0,3,8,2790,98059,2790,5309,0,0,0,5,MN,ME
177000,3,1.0,870,5200,1.0,0,0,5,6,870,98042,870,5200,0,0,0,46,MS,EE
455000,4,3.5,3440,6000,2.0,0,0,4,8,3440,98198,1660,7800,0,0,0,12,MN,EW
279000,3,2.5,1920,7779,2.0,0,0,3,7,1920,98031,1960,7536,0,0,0,26,MS,ME
870000,4,4.0,3610,12811,2.0,0,0,3,10,3610,98075,3530,11783,1,0,0,14,EN,EE
381500,4,2.5,2430,5556,2.0,0,0,4,8,2430,98042,2430,5556,0,0,0,11,MS,ME
539500,3,2.5,3080,12476,2.0,0,0,3,10,3080,98038,3130,13631,1,0,0,24,MS,EE
635000,2,2.5,1390,1132,2.0,0,0,3,8,1130,98102,1400,1237,0,1,0,9,EN,MW
277950,3,2.5,2100,6021,2.0,0,0,3,7,2100,98023,2091,7547,0,0,0,22,MS,EW
724500,3,3.25,3240,4185,2.0,0,0,3,8,2770,98075,2660,4692,0,1,0,4,EN,EE
610000,4,1.75,1830,29110,2.0,0,0,3,8,1230,98040,3630,16488,0,1,0,24,MN,MW
